ID	種別	発見物名	ランク	説明	時代	ポイント	難易度	経験値	備考	最終更新日時	関連クエスト
231	地理	カトチェ岬	2	ユカタン半島の最先端にある岬。新大陸へ夢を追い求めたヨーロッパ人が、カリブの無慈悲な嵐によって流れ着くことが多いのが、この岬だ。		5	5	280	嵐に近い場所	2015-01-27 02:09:17	1254:嵐に近い場所
3043	地理	カトマンズ盆地	2	ヒマラヤ山脈に囲まれた盆地。近辺に三つの王国が存在し、複雑な政治事情が展開されているようだ。		4				2017-11-15 16:16:13	5764:書きかけの地図
2943	地理	カプリ島	1	ナポリの南に位置する島。かつてローマ帝国の皇帝の別荘地とされていた。島の外周の大部分は絶壁に囲まれており、海蝕洞が存在する。		1	4	160		2016-10-05 11:55:48	5628:書きかけの地図
232	地理	カボット海峡	1	北米北東部の沿岸に位置する海峡。幅はおよそ11kmであり、大西洋からセントローレンス湾内に進入できる海峡としては最も広い。		1	3	140	書きかけの地図	2015-01-27 02:09:17	3183:書きかけの地図
233	地理	カマウ半島	2	ヤーデインの西にある半島。古来より北方との交易の要衝として栄えてきた地域である。広大な湿地帯のため、農業を行うには高い灌漑技術が要求される。		6	5	270	巨大な湿地帯	2015-01-27 02:09:17	1323:巨大な湿地帯
2748	地理	カメルーン山	2	アフリカ中部の沿岸にある火山。<br>紀元前にカルタゴの航海者ハンノが<br>噴火を記録した火山ではないかと考えられている。		5		380	火山の記録<br><br>発見時経験値380　発見物カード経験値190	2016-06-09 10:42:53	5340:火山の記録
3011	地理	カラ・ボガス・ゴル湾	2	カスピ海で最も大きな湾。カスピ海から流れ込んだ水が湾から外に流出しないため、カスピ海と比べて塩分濃度が高くなっている。そのため、カスピ海から流れてきた魚はすぐに死んでしまうという。		7			2017.02.07新規追加	2017-04-06 03:03:59	5724:書きかけの地図
234	地理	カラハリ砂漠	2	アフリカ南部に大きく広がる砂漠。砂は暗赤褐色であり、水場は少ない。浅い窪地が多く半草原地帯ともいえ、生息動物も多い。		5	5	390	荒野の砂漠	2015-01-27 02:09:17	3269:荒野の砂漠
2514	地理	カリフォルニア半島		太平洋とカリフォルニア湾の半島を仕切る。砂漠などの乾燥地帯。長期的には島と誤解されている。		6		200	書きかけの地図	2018-02-23 00:09:54	4788:書きかけの地図
235	地理	カリブ海	2	北米大陸と南米大陸の間に広がる海域。多くの島が浮かんでおり、人々は豊かな自然に恵まれて暮らしている。欧州やアフリカ、インドとはまったく異なる生態系を持つ。		3	6	360	西海域の治安	2015-01-27 02:09:17	749:西海域の治安
236	地理	カリマタ海峡	1	カリマンタン島の西に横たわる海峡。遠浅で波は穏やか。近年はこのあたりに、海賊の報告が多く寄せられている。		3	6	160	書きかけの地図	2015-01-27 02:09:17	1332:書きかけの地図
237	地理	カリマンタン島	2	マラッカ海峡の東に位置する巨大な島。全体的に山がちで、生息する生物は、大型生物から昆虫まで多岐にわたる。鉱物資源も豊富でダイヤモンドの鉱脈も存在するようだが、島は密林に覆われており開発は進んでいない。		6	5	280	マラッカ東の大陸調査	2015-01-27 02:09:17	1338:マラッカ東の大陸調査
238	地理	カンガルー島	2	オーストラリア南東部にある島。イングランドのマシュー・フリンダースにより発見された。多種多様な動物が生息している。内陸は洞窟や砂漠、一枚岩の巨石が存在するなど、変化に富んでいる。		7	5	270	奇岩島	2015-01-27 02:09:17	1646:奇岩島
239	地理	カンペチェ湾	1	ユカタン半島と大陸に囲まれた海。天然の良港として古くから知られ、新大陸の住民たちとイスパニア人の間で長く制海権を取り合っていた。		1	6	185	書きかけの地図	2015-01-27 02:09:17	1566:書きかけの地図
242	地理	ガイナス岬	1	ベネズエラ湾西岸に突き出した半島の先端部にある岬。近年、ヨーロッパ人の進出が盛んな場所である。		1	5	145	書きかけの地図	2015-01-27 02:09:17	1660:書きかけの地図
243	地理	ガスコーニュ湾	1	フランスの西部に広がるビスケー湾の、南東部である。イスパニアとフランスの国境に接している。		2	1	20	フランス西部の湾	2015-01-27 02:09:17	263:フランス西部の湾
244	地理	ガスペ半島	2	セントローレンス川河口の南側に位置する半島。<br>半島の南岸部では、古代の化石が多く発掘されている。		4	6	260	書きかけの地図	2015-01-27 02:09:17	3184:書きかけの地図
3356	地理	ガッガル・ハークラー川	5	古代にはインダス川と並行して流れていたとされる川。今は雨季に流れるだけだが、「リグ・ヴェーダ」にもサラスバティー川として賛歌が残っている。一説にはヒンドゥー教の女神サラスバティーはこの川の神格化であるという。		10	12	1030		2018-10-20 16:55:18	6222:そこにある根拠
245	地理	ガラパゴス諸島	4	赤道直下に位置する、複数の島々から成る火山群島。他では見られないような動物がたくさん生息しているようだ。		7	9	750	迷い込んだ島の調査	2015-01-27 02:09:17	2239:迷い込んだ島の調査
246	地理	ガンジス川	2	インド東部からベンガル湾に注ぐ大河。ヒンドゥー教徒にとって聖なる川だとされる。流域は非常に肥沃な土地が広がっている。古代から文明が発達していたようだ。		3	5	270	インドの聖なる川	2015-01-27 02:09:17	66:インドの聖なる川
2626	地理	キクラデス諸島	2	エーゲ海の中央部にある島々。古代ギリシャの宗教の中心だった島を他の島々が囲むように位置し、名前の由来になっている。島の数は220以上ある。		6	8	250		2015-05-10 00:58:01	5006:書きかけの地図
247	地理	キプロス	1	地中海の東部に浮かぶ巨大な島。キプロスはギリシャ語で、トルコ語ではクブルスというそうだ。先史時代から文明が栄え、地理的な理由からさまざまな勢力に支配された。		1	3	110	書きかけの地図	2015-01-27 02:09:17	644:書きかけの地図
3054	地理	キモロス島	5	エーゲ海に浮かぶ島の一つ。南海岸に銀色の岩場があり、交易の場として使われているらしい。島には毒蛇が生息しているため、エキドナ島と呼ばれることもあるようだ。		9		1360	2017.02.07新規追加	2017-05-02 23:41:40	5779:銀の島
248	地理	キューバ島	2	カリブ海でもっとも大きいと思われる島。最近になって開拓が進められ、タバコなどのカリブ特有の作物が栽培されている。		3	6	360	カリブ最大の島	2015-01-27 02:09:17	113:カリブ最大の島
2515	地理	キラウエア火山		ハワイ島東南部の活火山。活発で溶岩が頻繁に出ているため、現地の言葉の中では、山名が「散発」している。		2		80	書きかけの地図	2018-02-20 21:27:50	4796:書きかけの地図
249	地理	キンバリー台地	2	オーストラリア北西部にある台地。内陸は渓谷や切り立った山々になっており、海岸線も複雑である。		5	6	340	大陸北西岸の基礎調査	2015-01-27 02:09:17	1518:大陸北西岸の基礎調査
3036	地理	クーンブ・アイスフォール	5	巨大な氷塊が散在する危険地帯。チョモランマに登頂する経路の一つであり登頂を目指すものは避けて通れない。ヒトに似た足跡が点々と残っているが、いったい誰の、いや、なんの足跡なのだろうか。		10			2017.02.07新規追加	2017-02-13 16:12:26	5745:雪山に潜むモノ
250	地理	クラレンス海峡	2	オーストラリア北部、アーネムランドとバサースト島、メルヴィル島の間にある海峡。熱帯の気候であり、付近は年間通して暑く、熱帯特有の暴風雨の被害も受けやすい。		5	6	320	眼前にある海峡	2015-01-27 02:09:17	1546:眼前にある海峡
2868	地理	クリスマス島	1	ハワイの南に位置する世界最大級のサンゴ礁の島。イギリスの探検家クックがこの島に到達した日がクリスマスだったため、この名が付いた。		5	1	170		2018-02-20 22:52:35	5520:書きかけの地図
251	地理	クリミア半島	1	黒海の北部に張り出している半島。北東の囲まれた海域はアゾフ海という。半島の南部は温暖で過ごしやすい。14世紀の黒死病の大流行は、ここから始まったのだそうだ。		2	4	180	黒死病の歴史	2015-01-27 02:09:17	595:黒死病の歴史,5988:上級冒険課程修了検定試験
3013	地理	クルクシェートラ平原	5	『マハーバーラタ』の物語において、最終決戦が行われた場所。バラタ民族にとっては、聖なる地であったようだ。		9		1370	2017.02.07新規追加	2017-05-02 00:18:03	5698:マハーバーラタの大決戦
2628	地理	クレタ島	2	エーゲ海の南に位置する、ギリシャ地方最大の島。クレタ文明が栄え、クノッソス宮殿など多くの遺跡が残っている。		6	8	310		2015-05-12 19:25:23	5008:書きかけの地図
3143	地理	クヴァルケン群島	1	バルト海に位置する群島。かつて存在した氷河が融解することで地形が変化し、複雑に隆起している。		2	3	130		2017-07-09 01:51:38	5885:書きかけの地図
252	地理	グアム島	4	マニラの東、ニューギニアの北に位置する小さな島。マゼランが太平洋を航海して99日目に、初めて見つけた島だといわれている。		8	8	630	太平の果て	2015-01-27 02:09:17	2260:太平の果て
253	地理	グアヤキル湾	1	南米大陸北西岸に位置する湾。南岸にはトゥンベスの街を擁している。湾の沖合いは北からの暖流と南からの寒流がぶつかり、潮目を形成している。		4	3	100	書きかけの地図	2015-01-27 02:09:17	1810:書きかけの地図
254	地理	グランドバンクス	4	テラ・ノヴァの南東沖に広がる、海底の台地群。寒流のラブラドル海流と暖流のメキシコ湾流がぶつかって潮目を形成しているため、好漁場として名高い。		5	8	640	好漁場の噂	2015-01-27 02:09:17	3193:好漁場の噂
2882	地理	グリーンサンドビーチ	3	ハワイ島南端のカウにある砂浜海岸。砂が緑色に見えるのはカンラン石（ペリドットの原石）が混じっているからだとされる。		4		240		2016-06-08 13:02:55	5555:不思議な砂浜
255	地理	グリーンランド	5	アイスランドの北西に位置する島。氷床と万年雪に阻まれ、島の細部は確認不能。<br>沿岸部の、氷がないほんの一部でのみ居住できる。しかしヴァイキングは、この地を「緑の国」と名づけて移住者を募った。		8	12	1100	「最果て」に迫る	2015-01-27 02:09:17	3158:「最果て」に迫る
256	地理	グリーンランド氷床	5	グリーンランドの大部分を覆う、巨大な氷の塊。雪が積もって固まり、その上にまた雪が積もるのを繰り返した結果、厚い層をなしたものである。		10	12	1290	氷の大地	2015-01-27 02:09:17	3741:氷の大地
257	地理	グルートアイランド島	1	オーストラリアの北部にある島。オランダ語で「大きな島」を意味する。その名の通り、カーペンタリア湾に浮かぶ島の中で最大のものである。		4	5	140	書きかけの地図	2015-01-27 02:09:17	1550:書きかけの地図
258	地理	グレートオーストラリア湾	2	オーストラリアの南に広がる湾｡1000kmにも及ぶ長い海岸線と広い遠浅の海が続く。湾の沿岸部には海に突き出た断崖が数百kmに渡って続いている場所がある。この断崖は南から吹き付ける強風によって形作られたようだ。		6	6	330	地の果ての断崖	2015-01-27 02:09:17	1545:地の果ての断崖
259	地理	グレートサンディ砂漠	3	オーストラリア北西部に広がる砂漠。オーストラリアの内陸西部は多くが乾燥し、そのほとんどが砂漠である。年間の降水量は少なく塩湖が存在する。		7	7	484	巨岩が屹立する聖地	2015-01-27 02:09:17	1586:巨岩が屹立する聖地
260	地理	グレートビター湖	2	カイロとスエズの狭間にある、比較的大きな湖。この他にも、小中の湖が存在しているらしい。これらの湖は、スエズ運河の一部となるだろう。		2	5	310	［勅命］[[運河開通場所の地形調査	2015-01-27 02:09:17	2062:運河開通場所の地形調査,2084:地峡の地形調査
261	地理	グレートフィッシャーバンク	1	北海中央付近の、広い浅瀬である。古くからよい漁場だったので、この名がある。		2	2	70	誰でも釣れる浅瀬はないか	2015-01-27 02:09:17	824:誰でも釣れる浅瀬はないか
262	地理	グレートブルーホール	5	大昔からある、海に空いた穴だ。どうやら浅瀬の底が、その部分だけぽっかりと穴が空いたように深くなってしまっているため海の色が濃く見えてしまうのだろう。一体、この穴はどこまで繋がっているのだろうか…。		7	10	1050	海に潜む宝石	2015-01-27 02:09:17	3601:海に潜む宝石
263	地理	グレートプレーンズ	4	北米の中西部に位置する、台地状の平原。丈の短い草が広く自生している。雨量が少なく乾燥した気候である。		9	8	730	目指すは自由の大平原	2015-01-27 02:09:17	3313:目指すは自由の大平原
264	地理	グロスモーン山	3	北米北東部沿岸の、テラ・ノヴァ西部に位置する標高約800mの山。島の傍らを流れる寒流の影響で気温が低く、高山植物が生息する。		5	6	450	赤茶色の台地	2015-01-27 02:09:17	3182:赤茶色の台地
2909	地理	ケスタ	5	北米大陸北東部などで見られる地形の一種。硬い地層と軟らかい地層が交互に重なった斜面が浸食されることによって、緩い斜面と急な崖が連続する地形となっている。ナイアガラの滝は、この急な崖の部分にあたるとみられる。						2016-08-03 02:42:46	5580:大滝形成の謎
265	地理	ケプロイの滝	2	ポンペイ島最大の山から流れ落ちる滝。<br>ポンペイ島は雨が多いため滝の水量も多く、迫力がある。滝つぼにはウナギが生息している。		7	6	360	現地調達のすすめ	2015-01-27 02:09:17	2256:現地調達のすすめ
266	地理	ケルチ海峡	2	黒海とアゾフ海を繋ぐ狭い海峡。<br>かつて、この周辺にはボスポラス王国という古代都市が栄えていたという。		2	5	320	歴史調査の下調べ	2015-01-27 02:09:17	2047:歴史調査の下調べ
2622	地理	コーカサス山脈	2	ギリシャ神話にも登場する巨大な山脈。黒海からカスピ海にかけて高山が連なっており、地域によって景観の変化が大きい。		4				2015-09-29 01:06:10	5000:書きかけの地図
267	地理	ココ川	1	ユカタン半島の南の半島に流れる川。コロン提督がこの地に至った際も、この川の河口から上陸したという。		4	5	140	書きかけの地図	2015-01-27 02:09:17	1309:書きかけの地図
268	地理	コスタデルソル	1	マラガを中心とした、300kmにおよぶ海岸線を指す。意味はスペイン語で「太陽の海岸」である。1年を通して温暖な気候で、保養地には最適だ。		1	1	20	太陽のあふれる浜辺	2015-01-27 02:09:17	784:太陽のあふれる浜辺,5410:ヘラクレスの柱の調査,5999:中級冒険課程修了検定試験
269	地理	コスメル島	1	カリブ海西部に浮かぶ島。非常にサンゴ礁が美しい島で、熱帯魚もよく見られる。海の透明度は30mを超え、この世の天国のようだ。		4	6	180	書きかけの地図	2015-01-27 02:09:17	645:書きかけの地図
270	地理	コッド岬	1	北米北部にある半島。全体が腕のような形をしており、夏は涼しく冬は暖かい。魚のタラがよく捕れることからケープ（岬）、コッド（タラ）と呼ばれるようになった。		4	4	180	書きかけの地図	2015-01-27 02:09:17	2987:書きかけの地図
271	地理	コモロ諸島	1	マダガスカル島の北端とアフリカ大陸の間にある諸島。中世からアラブの勢力が進出していた。気温が高く、雨季と乾季があるため森林は少ない。独特の動植物が見られる。		2	3	150	インド洋の島	2015-01-27 02:09:17	74:インド洋の島
272	地理	コリント地峡	1	バルカン半島とペロポネソス半島をつなぐ、幅わずか7kmの地峡。この地域は平地が少なく乾燥気味で、オリーブ栽培や牧畜が盛んである。		2	2	70	ギリシャ近海の地形	2015-01-27 02:09:17	123:ギリシャ近海の地形,6098:アテネ付近の海の調査
273	地理	コロ海	1	フィジー諸島が囲い込む内海を指す。内海であるにも関わらず、水深が深い。しかし、諸島周辺の浅瀬はサンゴ礁に覆われており、幻想的な景観で、見る者を魅了する。		5	4	100	フィジー諸島の近海調査	2015-01-27 02:09:17	1635:フィジー諸島の近海調査
3042	地理	コンクリーション	5	巨大な球場の岩石。生物の死体の周りに様々な物質が集まり、このような形を形成したようだ。なぜそのような現象が起こるのかは不明である。		9	15	1400	2017.02.17新規追加<br><br>「球場」は「球状」の間違いかもしれませんが、原文まま。	2017-05-02 22:01:15	5756:丸い巨大な岩
274	地理	コンゴ川	1	アフリカの大河。大西洋に注ぐ。河口の規模からして相当な流域面積があると思われる。内陸の探検へのルートとして有望だが、気候が厳しく困難である。		2	2	90	コンゴ王国の玄関	2015-01-27 02:09:17	157:コンゴ王国の玄関
275	地理	ゴトランド島	1	バルト海最大の島。先史時代から人が住んでいたそうだ。ハンザ同盟の時代には、交易上重要な存在だった。<br>「神の島」もしくは、「神の国」とも呼ばれている。		2	2	80	バルト海の神の島	2015-01-27 02:09:17	245:バルト海の神の島
276	地理	ゴビ砂漠	5	モンゴルに広がる広大な砂漠地帯。<br>ゴビとは、モンゴル語で「乾いた土地」の意味であり、その名のとおり、乾いた風が吹きつける。		9	10	980	黄色の風の故郷	2015-01-27 02:09:17	3721:黄色の風の故郷
3367	地理	ゴロンゴーザ山	2	ソファラの西にあり、住民の間では神が住んでいたといわれる山。山の周辺には人が踏破しきれないほどの大自然が広がり、未発見の動物や植物も多数生息しているとみられる。			2			2019-01-23 11:12:24	6249:新しい挑戦先
3185	地理	サグレスの岩崖	2	「航海者の村」と呼ばれるサグレスの近くに位置し、ユーラシア大陸の最南西端にあたるサンヴィセンテ岬にも近い。サグレス岬を含んだこの一帯は地中海を往復する船乗りたちの間で海路の目印とされている。		9	2			2017-08-31 14:50:56	5931:ちょうどよい目印
277	地理	サハラ	2	アフリカ大陸北部を覆う広大な砂漠。アラビア語で「荒れた土地」を意味する。各所で土器などが出土することから、古くからこの砂漠で暮らす民がいたことがうかがえる。またラクダを用いたキャラバンによる交易が発達している。		2	4	220	大砂漠	2015-01-27 02:09:17	1455:大砂漠
278	地理	サモア諸島	3	フィジー諸島の東北東に位置する諸島。主要な島はサバイイ島とウポル島の二つである。両島とも火山島であり海岸線には美しいサンゴ礁が広がっている。		8	7	484	神の投げし岩	2015-01-27 02:09:17	1651:神の投げし岩
2764	地理	サモス島	2	エーゲ海東部の島。ギリシャ神話の女神ヘラが生まれた場所ともされ、ヘラを祀る神殿の遺跡がある。また、古代ギリシャを代表する数学者ピタゴラスの故郷でもある。		5	8	360	発見経験値240 カード経験値120	2015-12-01 23:51:34	5372:書きかけの地図
2984	地理	サラミス島	5	エーゲ海に位置する島の一つ。サラミスの海戦の際、ギリシャ艦隊の集結地となった。		9		1340	2017.02.07新規追加	2017-02-09 10:02:37	5691:サラミスの海戦跡地
279	地理	サンアントニオ岬	1	ラプラタ川南岸の岬。沿岸部は湿地帯になっている。近くには、ブエノスアイレスという街がある。		3	3	180	目印を探せ	2015-01-27 02:09:17	1253:目印を探せ
280	地理	サンゴ海	2	オーストラリアの東岸に位置する海域で、サンゴが発達し、非常に美しい海である。数えられないほど無数の島が存在し、ウミガメや渡り鳥の繁殖地にもなっている。		6	5	280	実在する楽園	2015-01-27 02:09:17	1595:実在する楽園
281	地理	サンサルバドル島	2	1492年10月12日、イスパニアのコロンがカリブ海で最初に上陸した島である。この名称はコロンが付けたものだが、現地の住民はこの島を「グアナハニ」と呼んでいた。		3	6	360	最初の新大陸	2015-01-27 02:09:17	1181:最初の新大陸
282	地理	サントメ島	1	西アフリカ中央部のギニア湾に浮かぶ島。赤道が近い、熱帯雨林気候の島。		1	2	105	書きかけの地図	2015-01-27 02:09:17	646:書きかけの地図
283	地理	サントリニ島	1	クレタ島のカンディアから北北東にある小さな島である。中央に火山があり、はるか昔に大噴火を起こしたと伝えられている。伝説の古代文明・アトランティスがあったという説もある。		1	1	20	古代文明の伝説	2015-01-27 02:09:17	562:古代文明の伝説,5400:火山の調査
284	地理	サンホルヘ湾	1	南米南東岸にある半円形の湾。西からの強い風と寒流により、気温は年中低温である。大陸側には、荒涼とした低温地帯が広がっている。		1	3	90	書きかけの地図	2015-01-27 02:09:17	1562:書きかけの地図
285	地理	サンマティアス湾	1	南米南東岸にある湾。付近を流れる海流は寒流で、比較的寒い地域にあたる。北部には、水が黒い不思議な川が流れている。		1	3	90	書きかけの地図	2015-01-27 02:09:17	1311:書きかけの地図
286	地理	サンマロ湾	1	コタンタン半島とブルターニュ半島に挟まれた湾。緯度が高いわりに温暖で、沿岸は保養地として古くから知られる。		2	1	20	フランス北西部の海岸線	2015-01-27 02:09:17	264:フランス北西部の海岸線
287	地理	サンヴィセンテ岬	1	イベリア半島の南西端にある岬。大西洋に突き出しており、よく航海の目安にされる。		2	1	20	イベリア半島の南西端	2015-01-27 02:09:17	48:イベリア半島の南西端
288	地理	ザグロス山脈	4	ホルムズの近くから、トルコの周辺までに及ぶ巨大な山脈。山脈内にはかつて栄えた王朝の遺跡が残る。<br>伝説にある、洪水を免れることができた船はこの山脈のどこかに存在しているともいわれているが、真相は不明だ。		7	8	700	古代伝承の山脈<br><br>発見時経験値700　発見物カード経験値350	2016-06-09 13:11:35	3377:古代伝承の山脈
289	地理	ザンベジ川	1	アフリカ南東部を流れる川。アフリカでも5本の指に入るだろう。小型船が航行可能な流域が広く、この地方の重要な交通手段だ。内陸には、モシ・オア・トゥニャと呼ばれる壮大な滝があるそうだ。		2	3	120	河口付近の漁場	2015-01-27 02:09:17	372:河口付近の漁場
290	地理	シェトランド諸島	1	スコットランドの北に浮かぶ島々。かつてはヴァイキングの支配下にあったので、北欧に近い雰囲気がある。牧羊が行われており、小型で毛の長い牧羊犬が見られる。		2	2	70	ブリテン北の群島	2015-01-27 02:09:17	267:ブリテン北の群島
2885	地理	シェルビーチ	5	オーストラリア大陸西岸のシャーク湾に面した海岸。小さな白い貝殻が堆積して浜をなしている。		10		990		2016-11-03 14:32:12	5556:貝殻の浜辺
292	地理	シャーク湾	2	オーストラリア西部に広がる湾。湾内の海水は塩分が非常に高いため、ある種の藻しか生息できない。<br>他にも白色の貝殻のみで構成された砂浜があるなど、狭い地域でありながら、特異な環境が各所に見られる。		5	6	330	奇怪な風景	2015-01-27 02:09:17	1544:奇怪な風景
3075	地理	シャーマン岩					8		古儀式派祈祷法が前提と思われます。	2018-01-04 18:58:28	5803:書きかけの地図
291	地理	シャム湾	2	ヤーデインの西に広がる巨大な湾。水深が浅く、大河が流れこむために塩気は薄い。沿岸にはマングローブの林が見られ、格好の漁場となっているようだ。		5	5	270	ヤーデイン西の巨大湾	2015-01-27 02:09:17	1327:ヤーデイン西の巨大湾
3041	地理	ジェームズ湾	5	北米大陸北部の、ハドソン湾南部に位置する湾。冬から春は流氷に閉ざされるものの、発達した干潟には多くの渡り鳥が飛来する。		9			2017.02.07新規追加	2017-02-14 16:12:59	5754:ハドソン湾の調査
294	地理	ジャマイカ海峡	2	ジャマイカ島の北東にある海峡。この周辺は小島が多く、海賊たちの格好のねぐらとなっている。航海の際には警戒が必要。		2	3	220	書きかけの地図	2015-01-27 02:09:17	3602:書きかけの地図
293	地理	ジャマイカ島	2	カリブ海の、キューバ島の南に位置する大きな島。ほとんどが山地で、高地はかなり冷涼になる。また、海岸線が複雑で入り組んでおり、水深があるので港に適している。		2	6	360	森と水の国	2015-01-27 02:09:17	683:森と水の国
296	地理	ジャワ海	1	ジャワ島とカリマンタン島の間に広がる海。遠浅でよい漁場なため多くの地元漁船が航行する。ジャワ海に浮かぶ小島は全体的に低地で、塩田が数多く見られる。		3	4	110	書きかけの地図	2015-01-27 02:09:17	1658:書きかけの地図
295	地理	ジャワ島	2	スマトラ島の南東に位置する島。東西に細長い地形になっている。山がちで、多くの火山を有している。古くから仏教とヒンドゥー教が広まっていたが、近年はイスラム教が拡大しているようだ。		5	4	220	スマトラ南東の島	2015-01-27 02:09:17	1337:スマトラ南東の島
305	地理	スールー海	1	周囲をルソン島、カリマンタン島、ミンダナオ島に囲まれた閉鎖的な海。水温は高く、この海でしか見られない生物もいるようだ。また、サンゴ礁も多く見られる。		4	3	75	書きかけの地図	2015-01-27 02:09:17	1656:書きかけの地図
306	地理	スールー諸島	2	カリマンタン島の北東岸にある諸島。古くからイスラム教を国教とする王国が成立し、周囲の島々を支配下に置いていた。近年はイスパニアがマニラを拠点として活動し始めたため、海賊を支援し、抵抗しているようだ。		5	6	360	最重要監視海域	2015-01-27 02:09:17	1340:最重要監視海域
297	地理	スカイ島	2	ブリテン島北部、西側にある島。<br>名前の由来は古代ノルド語からとった説と、北欧神話の神・スカアハの名からとった説の両方がある。時に「霧の島」とも呼ばれる。		3	5	250	書きかけの地図	2015-01-27 02:09:17	3308:書きかけの地図
299	地理	スカン・グアイ	3	北米沿岸の島にある、先住民が暮らす村。彼らが作るトーテムポールには、シャチなどの海洋生物が模様として刻まれ、海に向けて立てられる。高さ10mにもなる巨大なトーテムポールもある。		6	6	460	自然への敬意	2015-01-27 02:09:17	3850:自然への敬意
298	地理	スカンジナビア半島	1	北海の北にある巨大な半島。西岸には独特の地形が続く。寒冷な気候で冬は厳しい。森林が多いため林業が盛んである。鉱山も多いという。		2	3	110	黒い森の島	2015-01-27 02:09:17	588:黒い森の島
300	地理	スケリッグ・マイケル	3	アイルランドから西の沖合いにある孤島。<br>アイルランドの言葉で「ミカエルの岩」を意味する。島自体が傾斜の激しい岩山であり、山頂付近には修道院がある。過去、ヴァイキングの襲来にも耐えたという。		3	6	500	巡礼前の下調べ	2015-01-27 02:09:17	3291:巡礼前の下調べ
301	地理	スピア岬	2	北米北東部沿岸の、テラ・ノヴァ南東部に位置する岬。しばしば北米地域の最東端とみなされる。大西洋に臨む岬であり、季節によってはクジラが泳ぐ姿を眺められる。		3	6	240	書きかけの地図	2015-01-27 02:09:17	3189:書きかけの地図
302	地理	スペンサー湾	1	オーストラリアの南岸エア半島の東に位置する鋭角にくぼんだ湾。湾の近郊には豊富な埋蔵量をもった銀鉱脈があるらしい。		3	5	135	書きかけの地図	2015-01-27 02:09:17	1558:書きかけの地図
303	地理	スマトラ島	2	マレー半島の南に位置する島。マレー半島との距離は非常に近く、動植物も似通っているようだ。古くから東西交易の要衝として様々な商人が来航する島である。		5	6	320	海峡の南の島	2015-01-27 02:09:17	1336:海峡の南の島
3044	地理	スメル山	5	ジャワ島の東部にそびえる、島の最高峰。最も活発に活動する火山の一つで、非常に噴火が多い。その名は、古代インドの世界観において世界の中心にそびえている須弥山に由来する。		9		1340	2017.02.07新規追加	2017-05-02 00:45:07	5757:世界の中心の山
304	地理	スンダ海峡	1	スマトラ島とジャワ島の間に横たわる海峡。海峡の幅はとても狭いため、航行は困難を極める。周囲には火山島を含む多くの小島が点在する。		4	6	160	書きかけの地図	2015-01-27 02:09:17	1316:書きかけの地図
316	地理	セーシェル諸島	2	アフリカとインドの間に点在する諸島。島の数は100を超える。サンゴ礁が多くとても美しい島々だが、その半分は淡水が得られないため人が住めない。		3	6	320	天国のような無人島	2015-01-27 02:09:17	860:天国のような無人島
307	地理	セイロン島	2	インドの南に浮かぶ、比較的大きな島。赤道に近く熱帯に属する。高地が多く、茶の栽培が盛んだ。また、宝石の鉱脈が非常に多い島でもある。		3	5	270	宝石の島	2015-01-27 02:09:17	958:宝石の島
308	地理	セネガル川	2	アフリカ西部から大西洋に注がれる大河。乾燥地帯において豊富な水をたたえるこの河の名の由来は、ベルベル語で「川」を意味する「サナージャ」、あるいはウォロフ語で「私の舟」を意味する「スヌガル」だと言われている。		3	4	210	その文字が示すもの	2015-01-27 02:09:17	191:その文字が示すもの
2855	地理	セノーテ	2	ユカタン半島の石灰岩地帯で見られる、陥没した地面に地下水かだ溜まってできた泉。水底に鍾乳洞か沈んでいる場合がある。		4	7	480		2016-04-21 17:20:11	5518:書きかけの地図
309	地理	セバルド島	4	近年、その存在が確認された島。気候は冷涼で、樹木はほとんど見られない。海岸線は複雑で、周囲には無数の小島が点在している。		5	10	780	地図にない島	2015-01-27 02:09:17	1256:地図にない島
310	地理	セブ島	5	ルソン島とミンダナオ島の中間にある南北に細長い島。西回りで周航中のマゼランが、この島を拠点として活動した。マゼランはセブ島の東に位置するマクタン島の首長・ラプラプと交戦し、命を落とした。		9	12	1170	旅の終わり	2015-01-27 02:09:17	1642:旅の終わり
312	地理	セレベス海	2	セレベス島北部に広がる海。魚の豊富な海域として知られているが水深が深いため、波は高く、海流も複雑である。周囲の島々の交流航路として船の往来が絶えない。		6	5	280	香料諸島の空白地帯	2015-01-27 02:09:17	1341:香料諸島の空白地帯
311	地理	セレベス島	2	カリマンタン島の東に位置する、複雑な形をした島。全体的に山がちで、カリマンタン島以西と異なる多種多様な生物が生息する。<br>島に暮らす人々の文化は場所によって大きく異なる。		7	6	330	それぞれの岬に	2015-01-27 02:09:17	1339:それぞれの岬に
313	地理	セントヘレナ	2	アフリカ大陸の西、南大西洋にぽつりと浮かぶ島。陸から2000km以上離れている絶海の孤島である。しかし、ここに補給港ができればアフリカ航路を大きく短縮できるだろう。		3	6	380	大海に浮かぶ孤島	2015-01-27 02:09:17	1186:大海に浮かぶ孤島
314	地理	セントマリー岬	2	マダガスカル島最南端に位置する岬。そこに広がる砂丘は、島に生息する巨大生物が卵を孵（かえ）す場所として利用している。		4	4	220	カリカットへの道標	2015-01-27 02:09:17	108:カリカットへの道標
